,text,polarity
562,اجواء ممتازة نحتاج مزيد ومزيد من تنويع الجلسات,Positive
563,الدخول  ريال والغرفه  ريال غير الاكل ه,Neutral
564,لم ازره الى الان,Neutral
565,مبهر وجميل مكان اثري فخم,Positive
566,معلم يستحق الزيارة والتوثيق يحكي التاريخ بشكل جميل وسلس اسعار الدخول جيدة,Positive
567,هادئ وجميل,Positive
568,السكة تتكون من مبنى المتحف يحوي معلومات عن زمن الرسول  تاريخ المدينة المنورة  قطع اثرية و حديقة خضراء فسيحة خلف المبنى عليها مسار السكة و قطار بخاري  السكة ينقصها الاهتمام ب المرافق كالحمامات,Positive
569,المكان فيه الكثير من التفاصيل في المعلومات لكن في الجولة لا ناخذ الا بعض منها,Neutral
570,بحكم التنوع الثقافي الضخم للمنطقة فهي تعتبر صغيرة مساحة وشحيحة من حيث المعروضات,Positive
571,متحف عن المدينة من عهد الرسول صلى الله عليه وسلم,Positive
572,الدخول على الشخص  و غير الاكل كل شي يجنن استمتعت في كل دقيقه صراحه,Neutral
573,جميل بكل ما تحمله الكلمة من معنى,Positive
574,هذا المكان جميل ورائع والقهوا جدا ممتازه جدا والخدمه رااائعه فعلا يستحق الزياره والتجربه,Positive
575,كان مغلقا دون تحديث ذلك اونلاين,Negative
576,مطعم لذيذ جدا و متحف رائع ,Positive
577,مفيد جدا للعوائل الي عندهم اطفال ,Positive
578,المكان حق تجلس و تتامل,Neutral
579,السلام عليكم ورحمة الله وبركاتة جدة كم كيلو من حفر الباطن,Positive
580,الله يبعد عنها الناس الي توصخ المكان,Positive
581,جميل لكن ينقصه كشكات للطعام والشراب لانه مافي غير كشك واحد ومايبيع الا كوفي وكب كيك,Positive
582,ممتاز ومريح والدخول للشخص  ريال ولكن اسعار الطعام عاليه  بالمطعم,Positive
583,مناظر خلابة والجزيرة صغيرة لطيفة نظيفة,Positive
584,الدخول للفرد ب ريال الجلسه ب ريال,Neutral
585,مكان ممتاز والتذاكر سعرها حلو انصح بها بالشتاء وازين شي سووه انهم خلو العزاب يجون اي وقت عادي,Positive
586,بالله العظيم وبوجهه الكريم وسلطانه القديم من الشيطان الرجيم بسم الله والصلاة   والسلام على رسول الله  اللهم افتح لي ابواب رحمتك   ابو داود وانظر صحيح الجامع برقم رواه ابن السني برقم وحسنه الالباني   ابو داود  وانظر صحيح الجامع رواه مسلم  وفي سنن ابن ماجه من حديث فاطمة رضي الله عنها  اللهم اغفر لي ذنوبي وافتح لي ابواب رحمتك  وصححه الالباني لشواهده انظر صحيح ابن ماجه,Positive
587,مهرجان معروف لكن يحتاج تحسين اكثر الموسيقى تردح بجانب المصليات الحمامات تحتاج نظافة,Negative
588,من اجمل مناطق المملكه التي تتميز بطابع الجبال,Positive
589,متحف اثري متنوع بقطع نادرة وثمين يستحق الزيارة,Positive
590,منطقه اثريه جميله تستحق الزياره,Positive
591,مكان نظيف و خدماته ممتازه و يوجد به العديد من المقاهي و المطاعم و اسعاره معقوله,Positive
592,من احلى الاماكن اللي زرتها ضروري تزور المكان ,Positive
593,المكان جميل ومناسب للاطفال  يوم الاحد يوم صيانة واسعار الدخول والمحلات بالداخل مناسبه والمكان نظيف ,Positive
594,فاشل والسبب الموظفات اللي مخليهنن ينضمن مواقف السيارات ياليت يتم اعطائهم دورات في التخاطب مع الجمهور,Negative
595,متحف جميل جدا اتمنى ان يجد زخم اعلامي كيير,Positive
596,جميله ولكن لا  يمكن  دخولها,Positive
597,ما اروعه و اجمله من مكان يحتوى على علم ومعرفه بعهد المدينة قبل بعثة النبي حتى الان من مجسمات و شروحات وصور و مرشدين لتعليمك  المكان للاسف حقه مهضوم اعلاميا يستحق من كل زائر للمدينة المنورة زياره لهذا المكان البديع  صنع المكان من يد ابناء المدينة الدكتور عبدالعزيز كعكي,Positive
598,مكان يستحق الزياره جميل جدا و الحيوانات لطيفه و دائما يوجد جديد,Positive
599,تمتاز محافظة الاحساء بالامكان الاثرية الكثيرة من قديم العصور ويحتل مسجد جواثا مكانا مهما جدا في تراث محافظة الاحساء حيث يرجع تاريخة لعهد النبي محمد صلى الله عليه وسلم عندما قدم اليه وفد الاحساء وعند عودتهم تم بناء هذا المسجد الذي يعد ثاني,Positive
600,ممتاز جدا جدا خصوصا المنظمين والموضفين روعه في التعامل وقمه في الاخلاق سواء ذكور ام اناث اتمنى تكون مرتين بالسنه مره بالصيف ومره بالشتاء لخرق وضايف وفتح رزق للمنظمين والباعه,Positive
601,معلم جميل,Positive
602,حديقة صغيرة بينبع الصناعية تقام فيها احتفلات مثل رمضان والشتاء,Negative
603,رائع بكل ما تحمله الكلمة من معنى ونتمنى تمديد فترة المهرجان الى شهرين فالاقبال عليه كبير جدا,Positive
604,مكان جميل فيه جامع للصلاة,Positive
605,رائع مكان مناسب العوايل والطلاب ممتاز للتعرف على التاريخ جدا جميل,Positive
606,للاسف زرت المركز لمشاهدة المتحف الاسلامي مع اطفالي اخبروني بعدم دخول الاطفال تحت  سنة  وعن السبب قالو لوجود اشياء مهمة قد يخربها الاطفال  اخبرتهم اني طفلي بالعربة والاخر بنهاية المرحلة الابتدائية تم الرفض  قالو استخدمو اسلوب التناوب,Negative
